index	exponent_vector	monomial
3176	5,3,1,3,1,0,2	b4^5*q2_0^3*q3_0*q4_0^3*q5_0*b3^2
3177	7,2,1,3,1,0,2	b4^7*q2_0^2*q3_0*q4_0^3*q5_0*b3^2
3178	9,1,1,3,1,0,2	b4^9*q2_0*q3_0*q4_0^3*q5_0*b3^2
3179	11,0,1,3,1,0,2	b4^11*q3_0*q4_0^3*q5_0*b3^2
3180	0,7,0,3,1,0,2	q2_0^7*q4_0^3*q5_0*b3^2
3181	2,6,0,3,1,0,2	b4^2*q2_0^6*q4_0^3*q5_0*b3^2
3182	4,5,0,3,1,0,2	b4^4*q2_0^5*q4_0^3*q5_0*b3^2
3183	6,4,0,3,1,0,2	b4^6*q2_0^4*q4_0^3*q5_0*b3^2
3184	8,3,0,3,1,0,2	b4^8*q2_0^3*q4_0^3*q5_0*b3^2
3185	10,2,0,3,1,0,2	b4^10*q2_0^2*q4_0^3*q5_0*b3^2
3186	12,1,0,3,1,0,2	b4^12*q2_0*q4_0^3*q5_0*b3^2
3187	14,0,0,3,1,0,2	b4^14*q4_0^3*q5_0*b3^2
3188	0,0,6,2,1,0,2	q3_0^6*q4_0^2*q5_0*b3^2
3189	1,1,5,2,1,0,2	b4*q2_0*q3_0^5*q4_0^2*q5_0*b3^2
3190	3,0,5,2,1,0,2	b4^3*q3_0^5*q4_0^2*q5_0*b3^2
3191	0,3,4,2,1,0,2	q2_0^3*q3_0^4*q4_0^2*q5_0*b3^2
3192	2,2,4,2,1,0,2	b4^2*q2_0^2*q3_0^4*q4_0^2*q5_0*b3^2
3193	4,1,4,2,1,0,2	b4^4*q2_0*q3_0^4*q4_0^2*q5_0*b3^2
3194	6,0,4,2,1,0,2	b4^6*q3_0^4*q4_0^2*q5_0*b3^2
3195	1,4,3,2,1,0,2	b4*q2_0^4*q3_0^3*q4_0^2*q5_0*b3^2
3196	3,3,3,2,1,0,2	b4^3*q2_0^3*q3_0^3*q4_0^2*q5_0*b3^2
3197	5,2,3,2,1,0,2	b4^5*q2_0^2*q3_0^3*q4_0^2*q5_0*b3^2
3198	7,1,3,2,1,0,2	b4^7*q2_0*q3_0^3*q4_0^2*q5_0*b3^2
3199	9,0,3,2,1,0,2	b4^9*q3_0^3*q4_0^2*q5_0*b3^2
3200	0,6,2,2,1,0,2	q2_0^6*q3_0^2*q4_0^2*q5_0*b3^2
3201	2,5,2,2,1,0,2	b4^2*q2_0^5*q3_0^2*q4_0^2*q5_0*b3^2
3202	4,4,2,2,1,0,2	b4^4*q2_0^4*q3_0^2*q4_0^2*q5_0*b3^2
3203	6,3,2,2,1,0,2	b4^6*q2_0^3*q3_0^2*q4_0^2*q5_0*b3^2
3204	8,2,2,2,1,0,2	b4^8*q2_0^2*q3_0^2*q4_0^2*q5_0*b3^2
3205	10,1,2,2,1,0,2	b4^10*q2_0*q3_0^2*q4_0^2*q5_0*b3^2
3206	12,0,2,2,1,0,2	b4^12*q3_0^2*q4_0^2*q5_0*b3^2
3207	1,7,1,2,1,0,2	b4*q2_0^7*q3_0*q4_0^2*q5_0*b3^2
3208	3,6,1,2,1,0,2	b4^3*q2_0^6*q3_0*q4_0^2*q5_0*b3^2
3209	5,5,1,2,1,0,2	b4^5*q2_0^5*q3_0*q4_0^2*q5_0*b3^2
3210	7,4,1,2,1,0,2	b4^7*q2_0^4*q3_0*q4_0^2*q5_0*b3^2
3211	9,3,1,2,1,0,2	b4^9*q2_0^3*q3_0*q4_0^2*q5_0*b3^2
3212	11,2,1,2,1,0,2	b4^11*q2_0^2*q3_0*q4_0^2*q5_0*b3^2
3213	13,1,1,2,1,0,2	b4^13*q2_0*q3_0*q4_0^2*q5_0*b3^2
3214	15,0,1,2,1,0,2	b4^15*q3_0*q4_0^2*q5_0*b3^2
3215	0,9,0,2,1,0,2	q2_0^9*q4_0^2*q5_0*b3^2
3216	2,8,0,2,1,0,2	b4^2*q2_0^8*q4_0^2*q5_0*b3^2
3217	4,7,0,2,1,0,2	b4^4*q2_0^7*q4_0^2*q5_0*b3^2
3218	6,6,0,2,1,0,2	b4^6*q2_0^6*q4_0^2*q5_0*b3^2
3219	8,5,0,2,1,0,2	b4^8*q2_0^5*q4_0^2*q5_0*b3^2
3220	10,4,0,2,1,0,2	b4^10*q2_0^4*q4_0^2*q5_0*b3^2
3221	1,0,7,1,1,0,2	b4*q3_0^7*q4_0*q5_0*b3^2
3222	0,2,6,1,1,0,2	q2_0^2*q3_0^6*q4_0*q5_0*b3^2
3223	2,1,6,1,1,0,2	b4^2*q2_0*q3_0^6*q4_0*q5_0*b3^2
3224	4,0,6,1,1,0,2	b4^4*q3_0^6*q4_0*q5_0*b3^2
3225	1,3,5,1,1,0,2	b4*q2_0^3*q3_0^5*q4_0*q5_0*b3^2
3226	3,2,5,1,1,0,2	b4^3*q2_0^2*q3_0^5*q4_0*q5_0*b3^2
3227	5,1,5,1,1,0,2	b4^5*q2_0*q3_0^5*q4_0*q5_0*b3^2
3228	7,0,5,1,1,0,2	b4^7*q3_0^5*q4_0*q5_0*b3^2
3229	0,5,4,1,1,0,2	q2_0^5*q3_0^4*q4_0*q5_0*b3^2
3230	2,4,4,1,1,0,2	b4^2*q2_0^4*q3_0^4*q4_0*q5_0*b3^2
3231	4,3,4,1,1,0,2	b4^4*q2_0^3*q3_0^4*q4_0*q5_0*b3^2
3232	6,2,4,1,1,0,2	b4^6*q2_0^2*q3_0^4*q4_0*q5_0*b3^2
3233	8,1,4,1,1,0,2	b4^8*q2_0*q3_0^4*q4_0*q5_0*b3^2
3234	10,0,4,1,1,0,2	b4^10*q3_0^4*q4_0*q5_0*b3^2
3235	1,6,3,1,1,0,2	b4*q2_0^6*q3_0^3*q4_0*q5_0*b3^2
3236	3,5,3,1,1,0,2	b4^3*q2_0^5*q3_0^3*q4_0*q5_0*b3^2
3237	5,4,3,1,1,0,2	b4^5*q2_0^4*q3_0^3*q4_0*q5_0*b3^2
3238	7,3,3,1,1,0,2	b4^7*q2_0^3*q3_0^3*q4_0*q5_0*b3^2
3239	9,2,3,1,1,0,2	b4^9*q2_0^2*q3_0^3*q4_0*q5_0*b3^2
3240	11,1,3,1,1,0,2	b4^11*q2_0*q3_0^3*q4_0*q5_0*b3^2
3241	13,0,3,1,1,0,2	b4^13*q3_0^3*q4_0*q5_0*b3^2
3242	0,8,2,1,1,0,2	q2_0^8*q3_0^2*q4_0*q5_0*b3^2
3243	2,7,2,1,1,0,2	b4^2*q2_0^7*q3_0^2*q4_0*q5_0*b3^2
3244	4,6,2,1,1,0,2	b4^4*q2_0^6*q3_0^2*q4_0*q5_0*b3^2
3245	6,5,2,1,1,0,2	b4^6*q2_0^5*q3_0^2*q4_0*q5_0*b3^2
3246	8,4,2,1,1,0,2	b4^8*q2_0^4*q3_0^2*q4_0*q5_0*b3^2
3247	10,3,2,1,1,0,2	b4^10*q2_0^3*q3_0^2*q4_0*q5_0*b3^2
3248	12,2,2,1,1,0,2	b4^12*q2_0^2*q3_0^2*q4_0*q5_0*b3^2
3249	14,1,2,1,1,0,2	b4^14*q2_0*q3_0^2*q4_0*q5_0*b3^2
3250	0,1,8,0,1,0,2	q2_0*q3_0^8*q5_0*b3^2
3251	2,0,8,0,1,0,2	b4^2*q3_0^8*q5_0*b3^2
3252	1,2,7,0,1,0,2	b4*q2_0^2*q3_0^7*q5_0*b3^2
3253	0,0,1,7,0,0,2	q3_0*q4_0^7*b3^2
3254	1,1,0,7,0,0,2	b4*q2_0*q4_0^7*b3^2
3255	3,0,0,7,0,0,2	b4^3*q4_0^7*b3^2
3256	1,0,2,6,0,0,2	b4*q3_0^2*q4_0^6*b3^2
3257	0,2,1,6,0,0,2	q2_0^2*q3_0*q4_0^6*b3^2
3258	2,1,1,6,0,0,2	b4^2*q2_0*q3_0*q4_0^6*b3^2
3259	4,0,1,6,0,0,2	b4^4*q3_0*q4_0^6*b3^2
3260	1,3,0,6,0,0,2	b4*q2_0^3*q4_0^6*b3^2
3261	3,2,0,6,0,0,2	b4^3*q2_0^2*q4_0^6*b3^2
3262	5,1,0,6,0,0,2	b4^5*q2_0*q4_0^6*b3^2
3263	7,0,0,6,0,0,2	b4^7*q4_0^6*b3^2
3264	0,1,3,5,0,0,2	q2_0*q3_0^3*q4_0^5*b3^2
3265	2,0,3,5,0,0,2	b4^2*q3_0^3*q4_0^5*b3^2
3266	1,2,2,5,0,0,2	b4*q2_0^2*q3_0^2*q4_0^5*b3^2
3267	3,1,2,5,0,0,2	b4^3*q2_0*q3_0^2*q4_0^5*b3^2
3268	5,0,2,5,0,0,2	b4^5*q3_0^2*q4_0^5*b3^2
3269	0,4,1,5,0,0,2	q2_0^4*q3_0*q4_0^5*b3^2
3270	2,3,1,5,0,0,2	b4^2*q2_0^3*q3_0*q4_0^5*b3^2
3271	4,2,1,5,0,0,2	b4^4*q2_0^2*q3_0*q4_0^5*b3^2
3272	6,1,1,5,0,0,2	b4^6*q2_0*q3_0*q4_0^5*b3^2
3273	8,0,1,5,0,0,2	b4^8*q3_0*q4_0^5*b3^2
3274	1,5,0,5,0,0,2	b4*q2_0^5*q4_0^5*b3^2
3275	3,4,0,5,0,0,2	b4^3*q2_0^4*q4_0^5*b3^2
3276	5,3,0,5,0,0,2	b4^5*q2_0^3*q4_0^5*b3^2
3277	7,2,0,5,0,0,2	b4^7*q2_0^2*q4_0^5*b3^2
3278	9,1,0,5,0,0,2	b4^9*q2_0*q4_0^5*b3^2
3279	11,0,0,5,0,0,2	b4^11*q4_0^5*b3^2
3280	0,0,5,4,0,0,2	q3_0^5*q4_0^4*b3^2
3281	1,1,4,4,0,0,2	b4*q2_0*q3_0^4*q4_0^4*b3^2
3282	3,0,4,4,0,0,2	b4^3*q3_0^4*q4_0^4*b3^2
3283	0,0,1,0,0,6,1	q3_0*q6_0^6*b3
3284	1,1,0,0,0,6,1	b4*q2_0*q6_0^6*b3
3285	3,0,0,0,0,6,1	b4^3*q6_0^6*b3
3286	0,0,0,1,1,5,1	q4_0*q5_0*q6_0^5*b3
3287	1,0,1,0,1,5,1	b4*q3_0*q5_0*q6_0^5*b3
3288	0,2,0,0,1,5,1	q2_0^2*q5_0*q6_0^5*b3
3289	2,1,0,0,1,5,1	b4^2*q2_0*q5_0*q6_0^5*b3
3290	4,0,0,0,1,5,1	b4^4*q5_0*q6_0^5*b3
3291	1,0,0,2,0,5,1	b4*q4_0^2*q6_0^5*b3
3292	0,1,1,1,0,5,1	q2_0*q3_0*q4_0*q6_0^5*b3
3293	2,0,1,1,0,5,1	b4^2*q3_0*q4_0*q6_0^5*b3
3294	1,2,0,1,0,5,1	b4*q2_0^2*q4_0*q6_0^5*b3
3295	3,1,0,1,0,5,1	b4^3*q2_0*q4_0*q6_0^5*b3
3296	5,0,0,1,0,5,1	b4^5*q4_0*q6_0^5*b3
3297	0,0,3,0,0,5,1	q3_0^3*q6_0^5*b3
3298	1,1,2,0,0,5,1	b4*q2_0*q3_0^2*q6_0^5*b3
3299	3,0,2,0,0,5,1	b4^3*q3_0^2*q6_0^5*b3
3300	0,3,1,0,0,5,1	q2_0^3*q3_0*q6_0^5*b3
3301	2,2,1,0,0,5,1	b4^2*q2_0^2*q3_0*q6_0^5*b3
3302	4,1,1,0,0,5,1	b4^4*q2_0*q3_0*q6_0^5*b3
3303	6,0,1,0,0,5,1	b4^6*q3_0*q6_0^5*b3
3304	1,4,0,0,0,5,1	b4*q2_0^4*q6_0^5*b3
3305	3,3,0,0,0,5,1	b4^3*q2_0^3*q6_0^5*b3
3306	5,2,0,0,0,5,1	b4^5*q2_0^2*q6_0^5*b3
3307	7,1,0,0,0,5,1	b4^7*q2_0*q6_0^5*b3
3308	9,0,0,0,0,5,1	b4^9*q6_0^5*b3
3309	0,0,0,0,3,4,1	q5_0^3*q6_0^4*b3
3310	1,0,0,1,2,4,1	b4*q4_0*q5_0^2*q6_0^4*b3
3311	0,1,1,0,2,4,1	q2_0*q3_0*q5_0^2*q6_0^4*b3
3312	2,0,1,0,2,4,1	b4^2*q3_0*q5_0^2*q6_0^4*b3
3313	1,2,0,0,2,4,1	b4*q2_0^2*q5_0^2*q6_0^4*b3
3314	3,1,0,0,2,4,1	b4^3*q2_0*q5_0^2*q6_0^4*b3
3315	5,0,0,0,2,4,1	b4^5*q5_0^2*q6_0^4*b3
3316	0,1,0,2,1,4,1	q2_0*q4_0^2*q5_0*q6_0^4*b3
3317	2,0,0,2,1,4,1	b4^2*q4_0^2*q5_0*q6_0^4*b3
3318	0,0,2,1,1,4,1	q3_0^2*q4_0*q5_0*q6_0^4*b3
3319	1,1,1,1,1,4,1	b4*q2_0*q3_0*q4_0*q5_0*q6_0^4*b3
3320	3,0,1,1,1,4,1	b4^3*q3_0*q4_0*q5_0*q6_0^4*b3
3321	0,3,0,1,1,4,1	q2_0^3*q4_0*q5_0*q6_0^4*b3
3322	2,2,0,1,1,4,1	b4^2*q2_0^2*q4_0*q5_0*q6_0^4*b3
3323	4,1,0,1,1,4,1	b4^4*q2_0*q4_0*q5_0*q6_0^4*b3
3324	6,0,0,1,1,4,1	b4^6*q4_0*q5_0*q6_0^4*b3
3325	1,0,3,0,1,4,1	b4*q3_0^3*q5_0*q6_0^4*b3
3326	0,2,2,0,1,4,1	q2_0^2*q3_0^2*q5_0*q6_0^4*b3
3327	2,1,2,0,1,4,1	b4^2*q2_0*q3_0^2*q5_0*q6_0^4*b3
3328	4,0,2,0,1,4,1	b4^4*q3_0^2*q5_0*q6_0^4*b3
3329	1,3,1,0,1,4,1	b4*q2_0^3*q3_0*q5_0*q6_0^4*b3
3330	3,2,1,0,1,4,1	b4^3*q2_0^2*q3_0*q5_0*q6_0^4*b3
3331	5,1,1,0,1,4,1	b4^5*q2_0*q3_0*q5_0*q6_0^4*b3
3332	7,0,1,0,1,4,1	b4^7*q3_0*q5_0*q6_0^4*b3
3333	0,5,0,0,1,4,1	q2_0^5*q5_0*q6_0^4*b3
3334	2,4,0,0,1,4,1	b4^2*q2_0^4*q5_0*q6_0^4*b3
3335	4,3,0,0,1,4,1	b4^4*q2_0^3*q5_0*q6_0^4*b3
3336	6,2,0,0,1,4,1	b4^6*q2_0^2*q5_0*q6_0^4*b3
3337	8,1,0,0,1,4,1	b4^8*q2_0*q5_0*q6_0^4*b3
3338	10,0,0,0,1,4,1	b4^10*q5_0*q6_0^4*b3
3339	0,0,1,3,0,4,1	q3_0*q4_0^3*q6_0^4*b3
3340	1,1,0,3,0,4,1	b4*q2_0*q4_0^3*q6_0^4*b3
3341	3,0,0,3,0,4,1	b4^3*q4_0^3*q6_0^4*b3
3342	1,0,2,2,0,4,1	b4*q3_0^2*q4_0^2*q6_0^4*b3
3343	0,2,1,2,0,4,1	q2_0^2*q3_0*q4_0^2*q6_0^4*b3
3344	2,1,1,2,0,4,1	b4^2*q2_0*q3_0*q4_0^2*q6_0^4*b3
3345	4,0,1,2,0,4,1	b4^4*q3_0*q4_0^2*q6_0^4*b3
3346	1,3,0,2,0,4,1	b4*q2_0^3*q4_0^2*q6_0^4*b3
3347	3,2,0,2,0,4,1	b4^3*q2_0^2*q4_0^2*q6_0^4*b3
3348	5,1,0,2,0,4,1	b4^5*q2_0*q4_0^2*q6_0^4*b3
3349	7,0,0,2,0,4,1	b4^7*q4_0^2*q6_0^4*b3
3350	0,1,3,1,0,4,1	q2_0*q3_0^3*q4_0*q6_0^4*b3
3351	2,0,3,1,0,4,1	b4^2*q3_0^3*q4_0*q6_0^4*b3
3352	1,2,2,1,0,4,1	b4*q2_0^2*q3_0^2*q4_0*q6_0^4*b3
3353	3,1,2,1,0,4,1	b4^3*q2_0*q3_0^2*q4_0*q6_0^4*b3
3354	5,0,2,1,0,4,1	b4^5*q3_0^2*q4_0*q6_0^4*b3
3355	0,4,1,1,0,4,1	q2_0^4*q3_0*q4_0*q6_0^4*b3
3356	2,3,1,1,0,4,1	b4^2*q2_0^3*q3_0*q4_0*q6_0^4*b3
3357	4,2,1,1,0,4,1	b4^4*q2_0^2*q3_0*q4_0*q6_0^4*b3
3358	6,1,1,1,0,4,1	b4^6*q2_0*q3_0*q4_0*q6_0^4*b3
3359	8,0,1,1,0,4,1	b4^8*q3_0*q4_0*q6_0^4*b3
3360	1,5,0,1,0,4,1	b4*q2_0^5*q4_0*q6_0^4*b3
3361	3,4,0,1,0,4,1	b4^3*q2_0^4*q4_0*q6_0^4*b3
3362	5,3,0,1,0,4,1	b4^5*q2_0^3*q4_0*q6_0^4*b3
3363	7,2,0,1,0,4,1	b4^7*q2_0^2*q4_0*q6_0^4*b3
3364	9,1,0,1,0,4,1	b4^9*q2_0*q4_0*q6_0^4*b3
3365	11,0,0,1,0,4,1	b4^11*q4_0*q6_0^4*b3
3366	0,0,5,0,0,4,1	q3_0^5*q6_0^4*b3
3367	1,1,4,0,0,4,1	b4*q2_0*q3_0^4*q6_0^4*b3
3368	3,0,4,0,0,4,1	b4^3*q3_0^4*q6_0^4*b3
3369	0,3,3,0,0,4,1	q2_0^3*q3_0^3*q6_0^4*b3
3370	2,2,3,0,0,4,1	b4^2*q2_0^2*q3_0^3*q6_0^4*b3
3371	4,1,3,0,0,4,1	b4^4*q2_0*q3_0^3*q6_0^4*b3
3372	6,0,3,0,0,4,1	b4^6*q3_0^3*q6_0^4*b3
3373	1,4,2,0,0,4,1	b4*q2_0^4*q3_0^2*q6_0^4*b3
3374	3,3,2,0,0,4,1	b4^3*q2_0^3*q3_0^2*q6_0^4*b3
3375	5,2,2,0,0,4,1	b4^5*q2_0^2*q3_0^2*q6_0^4*b3
3376	7,1,2,0,0,4,1	b4^7*q2_0*q3_0^2*q6_0^4*b3
3377	9,0,2,0,0,4,1	b4^9*q3_0^2*q6_0^4*b3
3378	0,6,1,0,0,4,1	q2_0^6*q3_0*q6_0^4*b3
3379	2,5,1,0,0,4,1	b4^2*q2_0^5*q3_0*q6_0^4*b3
3380	4,4,1,0,0,4,1	b4^4*q2_0^4*q3_0*q6_0^4*b3
3381	6,3,1,0,0,4,1	b4^6*q2_0^3*q3_0*q6_0^4*b3
3382	8,2,1,0,0,4,1	b4^8*q2_0^2*q3_0*q6_0^4*b3
3383	10,1,1,0,0,4,1	b4^10*q2_0*q3_0*q6_0^4*b3
3384	12,0,1,0,0,4,1	b4^12*q3_0*q6_0^4*b3
3385	1,7,0,0,0,4,1	b4*q2_0^7*q6_0^4*b3
3386	3,6,0,0,0,4,1	b4^3*q2_0^6*q6_0^4*b3
3387	5,5,0,0,0,4,1	b4^5*q2_0^5*q6_0^4*b3
3388	7,4,0,0,0,4,1	b4^7*q2_0^4*q6_0^4*b3
3389	9,3,0,0,0,4,1	b4^9*q2_0^3*q6_0^4*b3
3390	11,2,0,0,0,4,1	b4^11*q2_0^2*q6_0^4*b3
3391	13,1,0,0,0,4,1	b4^13*q2_0*q6_0^4*b3
3392	15,0,0,0,0,4,1	b4^15*q6_0^4*b3
3393	1,0,0,0,4,3,1	b4*q5_0^4*q6_0^3*b3
3394	0,1,0,1,3,3,1	q2_0*q4_0*q5_0^3*q6_0^3*b3
3395	2,0,0,1,3,3,1	b4^2*q4_0*q5_0^3*q6_0^3*b3
3396	0,0,2,0,3,3,1	q3_0^2*q5_0^3*q6_0^3*b3
3397	1,1,1,0,3,3,1	b4*q2_0*q3_0*q5_0^3*q6_0^3*b3
3398	3,0,1,0,3,3,1	b4^3*q3_0*q5_0^3*q6_0^3*b3
3399	0,3,0,0,3,3,1	q2_0^3*q5_0^3*q6_0^3*b3
3400	2,2,0,0,3,3,1	b4^2*q2_0^2*q5_0^3*q6_0^3*b3
3401	4,1,0,0,3,3,1	b4^4*q2_0*q5_0^3*q6_0^3*b3
3402	6,0,0,0,3,3,1	b4^6*q5_0^3*q6_0^3*b3
3403	0,0,1,2,2,3,1	q3_0*q4_0^2*q5_0^2*q6_0^3*b3
3404	1,1,0,2,2,3,1	b4*q2_0*q4_0^2*q5_0^2*q6_0^3*b3
3405	3,0,0,2,2,3,1	b4^3*q4_0^2*q5_0^2*q6_0^3*b3
3406	1,0,2,1,2,3,1	b4*q3_0^2*q4_0*q5_0^2*q6_0^3*b3
3407	0,2,1,1,2,3,1	q2_0^2*q3_0*q4_0*q5_0^2*q6_0^3*b3
3408	2,1,1,1,2,3,1	b4^2*q2_0*q3_0*q4_0*q5_0^2*q6_0^3*b3
3409	4,0,1,1,2,3,1	b4^4*q3_0*q4_0*q5_0^2*q6_0^3*b3
3410	1,3,0,1,2,3,1	b4*q2_0^3*q4_0*q5_0^2*q6_0^3*b3
3411	3,2,0,1,2,3,1	b4^3*q2_0^2*q4_0*q5_0^2*q6_0^3*b3
3412	5,1,0,1,2,3,1	b4^5*q2_0*q4_0*q5_0^2*q6_0^3*b3
3413	7,0,0,1,2,3,1	b4^7*q4_0*q5_0^2*q6_0^3*b3
3414	0,1,3,0,2,3,1	q2_0*q3_0^3*q5_0^2*q6_0^3*b3
3415	2,0,3,0,2,3,1	b4^2*q3_0^3*q5_0^2*q6_0^3*b3
3416	1,2,2,0,2,3,1	b4*q2_0^2*q3_0^2*q5_0^2*q6_0^3*b3
3417	3,1,2,0,2,3,1	b4^3*q2_0*q3_0^2*q5_0^2*q6_0^3*b3
3418	5,0,2,0,2,3,1	b4^5*q3_0^2*q5_0^2*q6_0^3*b3
3419	0,4,1,0,2,3,1	q2_0^4*q3_0*q5_0^2*q6_0^3*b3
3420	2,3,1,0,2,3,1	b4^2*q2_0^3*q3_0*q5_0^2*q6_0^3*b3
3421	4,2,1,0,2,3,1	b4^4*q2_0^2*q3_0*q5_0^2*q6_0^3*b3
3422	6,1,1,0,2,3,1	b4^6*q2_0*q3_0*q5_0^2*q6_0^3*b3
3423	8,0,1,0,2,3,1	b4^8*q3_0*q5_0^2*q6_0^3*b3
3424	1,5,0,0,2,3,1	b4*q2_0^5*q5_0^2*q6_0^3*b3
3425	3,4,0,0,2,3,1	b4^3*q2_0^4*q5_0^2*q6_0^3*b3
3426	5,3,0,0,2,3,1	b4^5*q2_0^3*q5_0^2*q6_0^3*b3
3427	7,2,0,0,2,3,1	b4^7*q2_0^2*q5_0^2*q6_0^3*b3
3428	9,1,0,0,2,3,1	b4^9*q2_0*q5_0^2*q6_0^3*b3
3429	11,0,0,0,2,3,1	b4^11*q5_0^2*q6_0^3*b3
3430	0,0,0,4,1,3,1	q4_0^4*q5_0*q6_0^3*b3
3431	1,0,1,3,1,3,1	b4*q3_0*q4_0^3*q5_0*q6_0^3*b3
3432	0,2,0,3,1,3,1	q2_0^2*q4_0^3*q5_0*q6_0^3*b3
3433	2,1,0,3,1,3,1	b4^2*q2_0*q4_0^3*q5_0*q6_0^3*b3
3434	4,0,0,3,1,3,1	b4^4*q4_0^3*q5_0*q6_0^3*b3
3435	0,1,2,2,1,3,1	q2_0*q3_0^2*q4_0^2*q5_0*q6_0^3*b3
3436	2,0,2,2,1,3,1	b4^2*q3_0^2*q4_0^2*q5_0*q6_0^3*b3
3437	1,2,1,2,1,3,1	b4*q2_0^2*q3_0*q4_0^2*q5_0*q6_0^3*b3
3438	3,1,1,2,1,3,1	b4^3*q2_0*q3_0*q4_0^2*q5_0*q6_0^3*b3
3439	5,0,1,2,1,3,1	b4^5*q3_0*q4_0^2*q5_0*q6_0^3*b3
3440	0,4,0,2,1,3,1	q2_0^4*q4_0^2*q5_0*q6_0^3*b3
3441	2,3,0,2,1,3,1	b4^2*q2_0^3*q4_0^2*q5_0*q6_0^3*b3
3442	4,2,0,2,1,3,1	b4^4*q2_0^2*q4_0^2*q5_0*q6_0^3*b3
3443	6,1,0,2,1,3,1	b4^6*q2_0*q4_0^2*q5_0*q6_0^3*b3
3444	8,0,0,2,1,3,1	b4^8*q4_0^2*q5_0*q6_0^3*b3
3445	0,0,4,1,1,3,1	q3_0^4*q4_0*q5_0*q6_0^3*b3
3446	1,1,3,1,1,3,1	b4*q2_0*q3_0^3*q4_0*q5_0*q6_0^3*b3
3447	3,0,3,1,1,3,1	b4^3*q3_0^3*q4_0*q5_0*q6_0^3*b3
3448	0,3,2,1,1,3,1	q2_0^3*q3_0^2*q4_0*q5_0*q6_0^3*b3
3449	2,2,2,1,1,3,1	b4^2*q2_0^2*q3_0^2*q4_0*q5_0*q6_0^3*b3
3450	4,1,2,1,1,3,1	b4^4*q2_0*q3_0^2*q4_0*q5_0*q6_0^3*b3
3451	6,0,2,1,1,3,1	b4^6*q3_0^2*q4_0*q5_0*q6_0^3*b3
3452	1,4,1,1,1,3,1	b4*q2_0^4*q3_0*q4_0*q5_0*q6_0^3*b3
3453	3,3,1,1,1,3,1	b4^3*q2_0^3*q3_0*q4_0*q5_0*q6_0^3*b3
3454	5,2,1,1,1,3,1	b4^5*q2_0^2*q3_0*q4_0*q5_0*q6_0^3*b3
3455	7,1,1,1,1,3,1	b4^7*q2_0*q3_0*q4_0*q5_0*q6_0^3*b3
3456	9,0,1,1,1,3,1	b4^9*q3_0*q4_0*q5_0*q6_0^3*b3
3457	0,6,0,1,1,3,1	q2_0^6*q4_0*q5_0*q6_0^3*b3
3458	2,5,0,1,1,3,1	b4^2*q2_0^5*q4_0*q5_0*q6_0^3*b3
3459	4,4,0,1,1,3,1	b4^4*q2_0^4*q4_0*q5_0*q6_0^3*b3
3460	6,3,0,1,1,3,1	b4^6*q2_0^3*q4_0*q5_0*q6_0^3*b3
3461	8,2,0,1,1,3,1	b4^8*q2_0^2*q4_0*q5_0*q6_0^3*b3
3462	10,1,0,1,1,3,1	b4^10*q2_0*q4_0*q5_0*q6_0^3*b3
3463	12,0,0,1,1,3,1	b4^12*q4_0*q5_0*q6_0^3*b3
3464	1,0,5,0,1,3,1	b4*q3_0^5*q5_0*q6_0^3*b3
3465	0,2,4,0,1,3,1	q2_0^2*q3_0^4*q5_0*q6_0^3*b3
3466	2,1,4,0,1,3,1	b4^2*q2_0*q3_0^4*q5_0*q6_0^3*b3
3467	4,0,4,0,1,3,1	b4^4*q3_0^4*q5_0*q6_0^3*b3
3468	1,3,3,0,1,3,1	b4*q2_0^3*q3_0^3*q5_0*q6_0^3*b3
3469	3,2,3,0,1,3,1	b4^3*q2_0^2*q3_0^3*q5_0*q6_0^3*b3
3470	5,1,3,0,1,3,1	b4^5*q2_0*q3_0^3*q5_0*q6_0^3*b3
3471	7,0,3,0,1,3,1	b4^7*q3_0^3*q5_0*q6_0^3*b3
3472	0,5,2,0,1,3,1	q2_0^5*q3_0^2*q5_0*q6_0^3*b3
3473	2,4,2,0,1,3,1	b4^2*q2_0^4*q3_0^2*q5_0*q6_0^3*b3
3474	4,3,2,0,1,3,1	b4^4*q2_0^3*q3_0^2*q5_0*q6_0^3*b3
3475	6,2,2,0,1,3,1	b4^6*q2_0^2*q3_0^2*q5_0*q6_0^3*b3
3476	8,1,2,0,1,3,1	b4^8*q2_0*q3_0^2*q5_0*q6_0^3*b3
3477	10,0,2,0,1,3,1	b4^10*q3_0^2*q5_0*q6_0^3*b3
3478	1,6,1,0,1,3,1	b4*q2_0^6*q3_0*q5_0*q6_0^3*b3
3479	3,5,1,0,1,3,1	b4^3*q2_0^5*q3_0*q5_0*q6_0^3*b3
3480	5,4,1,0,1,3,1	b4^5*q2_0^4*q3_0*q5_0*q6_0^3*b3
3481	7,3,1,0,1,3,1	b4^7*q2_0^3*q3_0*q5_0*q6_0^3*b3
3482	9,2,1,0,1,3,1	b4^9*q2_0^2*q3_0*q5_0*q6_0^3*b3
3483	11,1,1,0,1,3,1	b4^11*q2_0*q3_0*q5_0*q6_0^3*b3
3484	13,0,1,0,1,3,1	b4^13*q3_0*q5_0*q6_0^3*b3
3485	0,8,0,0,1,3,1	q2_0^8*q5_0*q6_0^3*b3
3486	2,7,0,0,1,3,1	b4^2*q2_0^7*q5_0*q6_0^3*b3
