index	exponent_vector	monomial
1565	8,1,2,1,2,2,0	b4^8*q2_0*q3_0^2*q4_0*q5_0^2*q6_0^2
1566	10,0,2,1,2,2,0	b4^10*q3_0^2*q4_0*q5_0^2*q6_0^2
1567	1,6,1,1,2,2,0	b4*q2_0^6*q3_0*q4_0*q5_0^2*q6_0^2
1568	3,5,1,1,2,2,0	b4^3*q2_0^5*q3_0*q4_0*q5_0^2*q6_0^2
1569	5,4,1,1,2,2,0	b4^5*q2_0^4*q3_0*q4_0*q5_0^2*q6_0^2
1570	7,3,1,1,2,2,0	b4^7*q2_0^3*q3_0*q4_0*q5_0^2*q6_0^2
1571	9,2,1,1,2,2,0	b4^9*q2_0^2*q3_0*q4_0*q5_0^2*q6_0^2
1572	11,1,1,1,2,2,0	b4^11*q2_0*q3_0*q4_0*q5_0^2*q6_0^2
1573	13,0,1,1,2,2,0	b4^13*q3_0*q4_0*q5_0^2*q6_0^2
1574	0,8,0,1,2,2,0	q2_0^8*q4_0*q5_0^2*q6_0^2
1575	2,7,0,1,2,2,0	b4^2*q2_0^7*q4_0*q5_0^2*q6_0^2
1576	4,6,0,1,2,2,0	b4^4*q2_0^6*q4_0*q5_0^2*q6_0^2
1577	6,5,0,1,2,2,0	b4^6*q2_0^5*q4_0*q5_0^2*q6_0^2
1578	8,4,0,1,2,2,0	b4^8*q2_0^4*q4_0*q5_0^2*q6_0^2
1579	10,3,0,1,2,2,0	b4^10*q2_0^3*q4_0*q5_0^2*q6_0^2
1580	12,2,0,1,2,2,0	b4^12*q2_0^2*q4_0*q5_0^2*q6_0^2
1581	14,1,0,1,2,2,0	b4^14*q2_0*q4_0*q5_0^2*q6_0^2
1582	0,1,6,0,2,2,0	q2_0*q3_0^6*q5_0^2*q6_0^2
1583	2,0,6,0,2,2,0	b4^2*q3_0^6*q5_0^2*q6_0^2
1584	1,2,5,0,2,2,0	b4*q2_0^2*q3_0^5*q5_0^2*q6_0^2
1585	3,1,5,0,2,2,0	b4^3*q2_0*q3_0^5*q5_0^2*q6_0^2
1586	5,0,5,0,2,2,0	b4^5*q3_0^5*q5_0^2*q6_0^2
1587	0,4,4,0,2,2,0	q2_0^4*q3_0^4*q5_0^2*q6_0^2
1588	2,3,4,0,2,2,0	b4^2*q2_0^3*q3_0^4*q5_0^2*q6_0^2
1589	4,2,4,0,2,2,0	b4^4*q2_0^2*q3_0^4*q5_0^2*q6_0^2
1590	6,1,4,0,2,2,0	b4^6*q2_0*q3_0^4*q5_0^2*q6_0^2
1591	8,0,4,0,2,2,0	b4^8*q3_0^4*q5_0^2*q6_0^2
1592	1,5,3,0,2,2,0	b4*q2_0^5*q3_0^3*q5_0^2*q6_0^2
1593	3,4,3,0,2,2,0	b4^3*q2_0^4*q3_0^3*q5_0^2*q6_0^2
1594	5,3,3,0,2,2,0	b4^5*q2_0^3*q3_0^3*q5_0^2*q6_0^2
1595	7,2,3,0,2,2,0	b4^7*q2_0^2*q3_0^3*q5_0^2*q6_0^2
1596	9,1,3,0,2,2,0	b4^9*q2_0*q3_0^3*q5_0^2*q6_0^2
1597	11,0,3,0,2,2,0	b4^11*q3_0^3*q5_0^2*q6_0^2
1598	0,7,2,0,2,2,0	q2_0^7*q3_0^2*q5_0^2*q6_0^2
1599	2,6,2,0,2,2,0	b4^2*q2_0^6*q3_0^2*q5_0^2*q6_0^2
1600	4,5,2,0,2,2,0	b4^4*q2_0^5*q3_0^2*q5_0^2*q6_0^2
1601	6,4,2,0,2,2,0	b4^6*q2_0^4*q3_0^2*q5_0^2*q6_0^2
1602	8,3,2,0,2,2,0	b4^8*q2_0^3*q3_0^2*q5_0^2*q6_0^2
1603	10,2,2,0,2,2,0	b4^10*q2_0^2*q3_0^2*q5_0^2*q6_0^2
1604	12,1,2,0,2,2,0	b4^12*q2_0*q3_0^2*q5_0^2*q6_0^2
1605	14,0,2,0,2,2,0	b4^14*q3_0^2*q5_0^2*q6_0^2
1606	1,8,1,0,2,2,0	b4*q2_0^8*q3_0*q5_0^2*q6_0^2
1607	3,7,1,0,2,2,0	b4^3*q2_0^7*q3_0*q5_0^2*q6_0^2
1608	5,6,1,0,2,2,0	b4^5*q2_0^6*q3_0*q5_0^2*q6_0^2
1609	7,5,1,0,2,2,0	b4^7*q2_0^5*q3_0*q5_0^2*q6_0^2
1610	9,4,1,0,2,2,0	b4^9*q2_0^4*q3_0*q5_0^2*q6_0^2
1611	11,3,1,0,2,2,0	b4^11*q2_0^3*q3_0*q5_0^2*q6_0^2
1612	13,2,1,0,2,2,0	b4^13*q2_0^2*q3_0*q5_0^2*q6_0^2
1613	0,10,0,0,2,2,0	q2_0^10*q5_0^2*q6_0^2
1614	2,9,0,0,2,2,0	b4^2*q2_0^9*q5_0^2*q6_0^2
1615	1,0,0,6,1,2,0	b4*q4_0^6*q5_0*q6_0^2
1616	0,1,1,5,1,2,0	q2_0*q3_0*q4_0^5*q5_0*q6_0^2
1617	2,0,1,5,1,2,0	b4^2*q3_0*q4_0^5*q5_0*q6_0^2
1618	1,2,0,5,1,2,0	b4*q2_0^2*q4_0^5*q5_0*q6_0^2
1619	3,1,0,5,1,2,0	b4^3*q2_0*q4_0^5*q5_0*q6_0^2
1620	5,0,0,5,1,2,0	b4^5*q4_0^5*q5_0*q6_0^2
1621	0,0,3,4,1,2,0	q3_0^3*q4_0^4*q5_0*q6_0^2
1622	1,1,2,4,1,2,0	b4*q2_0*q3_0^2*q4_0^4*q5_0*q6_0^2
1623	3,0,2,4,1,2,0	b4^3*q3_0^2*q4_0^4*q5_0*q6_0^2
1624	0,3,1,4,1,2,0	q2_0^3*q3_0*q4_0^4*q5_0*q6_0^2
1625	2,2,1,4,1,2,0	b4^2*q2_0^2*q3_0*q4_0^4*q5_0*q6_0^2
1626	0,2,3,3,1,2,0	q2_0^2*q3_0^3*q4_0^3*q5_0*q6_0^2
1627	0,5,1,3,1,2,0	q2_0^5*q3_0*q4_0^3*q5_0*q6_0^2
1628	0,1,5,2,1,2,0	q2_0*q3_0^5*q4_0^2*q5_0*q6_0^2
1629	0,4,3,2,1,2,0	q2_0^4*q3_0^3*q4_0^2*q5_0*q6_0^2
1630	0,7,1,2,1,2,0	q2_0^7*q3_0*q4_0^2*q5_0*q6_0^2
1631	0,0,7,1,1,2,0	q3_0^7*q4_0*q5_0*q6_0^2
1632	0,3,5,1,1,2,0	q2_0^3*q3_0^5*q4_0*q5_0*q6_0^2
1633	0,6,3,1,1,2,0	q2_0^6*q3_0^3*q4_0*q5_0*q6_0^2
1634	0,9,1,1,1,2,0	q2_0^9*q3_0*q4_0*q5_0*q6_0^2
1635	0,2,7,0,1,2,0	q2_0^2*q3_0^7*q5_0*q6_0^2
1636	0,5,5,0,1,2,0	q2_0^5*q3_0^5*q5_0*q6_0^2
1637	0,1,0,7,0,2,0	q2_0*q4_0^7*q6_0^2
1638	0,0,2,6,0,2,0	q3_0^2*q4_0^6*q6_0^2
1639	0,3,0,6,0,2,0	q2_0^3*q4_0^6*q6_0^2
1640	0,2,2,5,0,2,0	q2_0^2*q3_0^2*q4_0^5*q6_0^2
1641	0,5,0,5,0,2,0	q2_0^5*q4_0^5*q6_0^2
1642	0,1,4,4,0,2,0	q2_0*q3_0^4*q4_0^4*q6_0^2
1643	0,4,2,4,0,2,0	q2_0^4*q3_0^2*q4_0^4*q6_0^2
1644	0,7,0,4,0,2,0	q2_0^7*q4_0^4*q6_0^2
1645	0,0,6,3,0,2,0	q3_0^6*q4_0^3*q6_0^2
1646	0,3,4,3,0,2,0	q2_0^3*q3_0^4*q4_0^3*q6_0^2
1647	0,1,0,1,6,1,0	q2_0*q4_0*q5_0^6*q6_0
1648	0,0,2,0,6,1,0	q3_0^2*q5_0^6*q6_0
1649	0,3,0,0,6,1,0	q2_0^3*q5_0^6*q6_0
1650	0,0,1,2,5,1,0	q3_0*q4_0^2*q5_0^5*q6_0
1651	0,2,1,1,5,1,0	q2_0^2*q3_0*q4_0*q5_0^5*q6_0
1652	0,0,0,4,4,1,0	q4_0^4*q5_0^4*q6_0
1653	0,0,4,1,4,1,0	q3_0^4*q4_0*q5_0^4*q6_0
1654	0,0,3,3,3,1,0	q3_0^3*q4_0^3*q5_0^3*q6_0
1655	6,2,3,0,0,4,0	b4^6*q2_0^2*q3_0^3*q6_0^4
1656	8,1,3,0,0,4,0	b4^8*q2_0*q3_0^3*q6_0^4
1657	10,0,3,0,0,4,0	b4^10*q3_0^3*q6_0^4
1658	1,6,2,0,0,4,0	b4*q2_0^6*q3_0^2*q6_0^4
1659	3,5,2,0,0,4,0	b4^3*q2_0^5*q3_0^2*q6_0^4
1660	5,4,2,0,0,4,0	b4^5*q2_0^4*q3_0^2*q6_0^4
1661	7,3,2,0,0,4,0	b4^7*q2_0^3*q3_0^2*q6_0^4
1662	9,2,2,0,0,4,0	b4^9*q2_0^2*q3_0^2*q6_0^4
1663	11,1,2,0,0,4,0	b4^11*q2_0*q3_0^2*q6_0^4
1664	13,0,2,0,0,4,0	b4^13*q3_0^2*q6_0^4
1665	0,8,1,0,0,4,0	q2_0^8*q3_0*q6_0^4
1666	2,7,1,0,0,4,0	b4^2*q2_0^7*q3_0*q6_0^4
1667	4,6,1,0,0,4,0	b4^4*q2_0^6*q3_0*q6_0^4
1668	6,5,1,0,0,4,0	b4^6*q2_0^5*q3_0*q6_0^4
1669	8,4,1,0,0,4,0	b4^8*q2_0^4*q3_0*q6_0^4
1670	10,3,1,0,0,4,0	b4^10*q2_0^3*q3_0*q6_0^4
1671	12,2,1,0,0,4,0	b4^12*q2_0^2*q3_0*q6_0^4
1672	14,1,1,0,0,4,0	b4^14*q2_0*q3_0*q6_0^4
1673	1,9,0,0,0,4,0	b4*q2_0^9*q6_0^4
1674	3,8,0,0,0,4,0	b4^3*q2_0^8*q6_0^4
1675	5,7,0,0,0,4,0	b4^5*q2_0^7*q6_0^4
1676	7,6,0,0,0,4,0	b4^7*q2_0^6*q6_0^4
1677	0,0,0,0,5,3,0	q5_0^5*q6_0^3
1678	1,0,0,1,4,3,0	b4*q4_0*q5_0^4*q6_0^3
1679	0,1,1,0,4,3,0	q2_0*q3_0*q5_0^4*q6_0^3
1680	2,0,1,0,4,3,0	b4^2*q3_0*q5_0^4*q6_0^3
1681	1,2,0,0,4,3,0	b4*q2_0^2*q5_0^4*q6_0^3
1682	3,1,0,0,4,3,0	b4^3*q2_0*q5_0^4*q6_0^3
1683	5,0,0,0,4,3,0	b4^5*q5_0^4*q6_0^3
1684	0,1,0,2,3,3,0	q2_0*q4_0^2*q5_0^3*q6_0^3
1685	2,0,0,2,3,3,0	b4^2*q4_0^2*q5_0^3*q6_0^3
1686	0,0,2,1,3,3,0	q3_0^2*q4_0*q5_0^3*q6_0^3
1687	1,1,1,1,3,3,0	b4*q2_0*q3_0*q4_0*q5_0^3*q6_0^3
1688	3,0,1,1,3,3,0	b4^3*q3_0*q4_0*q5_0^3*q6_0^3
1689	0,3,0,1,3,3,0	q2_0^3*q4_0*q5_0^3*q6_0^3
1690	2,2,0,1,3,3,0	b4^2*q2_0^2*q4_0*q5_0^3*q6_0^3
1691	4,1,0,1,3,3,0	b4^4*q2_0*q4_0*q5_0^3*q6_0^3
1692	6,0,0,1,3,3,0	b4^6*q4_0*q5_0^3*q6_0^3
1693	1,0,3,0,3,3,0	b4*q3_0^3*q5_0^3*q6_0^3
1694	0,2,2,0,3,3,0	q2_0^2*q3_0^2*q5_0^3*q6_0^3
1695	2,1,2,0,3,3,0	b4^2*q2_0*q3_0^2*q5_0^3*q6_0^3
1696	4,0,2,0,3,3,0	b4^4*q3_0^2*q5_0^3*q6_0^3
1697	1,3,1,0,3,3,0	b4*q2_0^3*q3_0*q5_0^3*q6_0^3
1698	3,2,1,0,3,3,0	b4^3*q2_0^2*q3_0*q5_0^3*q6_0^3
1699	5,1,1,0,3,3,0	b4^5*q2_0*q3_0*q5_0^3*q6_0^3
1700	7,0,1,0,3,3,0	b4^7*q3_0*q5_0^3*q6_0^3
1701	0,5,0,0,3,3,0	q2_0^5*q5_0^3*q6_0^3
1702	2,4,0,0,3,3,0	b4^2*q2_0^4*q5_0^3*q6_0^3
1703	4,3,0,0,3,3,0	b4^4*q2_0^3*q5_0^3*q6_0^3
1704	6,2,0,0,3,3,0	b4^6*q2_0^2*q5_0^3*q6_0^3
1705	8,1,0,0,3,3,0	b4^8*q2_0*q5_0^3*q6_0^3
1706	10,0,0,0,3,3,0	b4^10*q5_0^3*q6_0^3
1707	0,0,1,3,2,3,0	q3_0*q4_0^3*q5_0^2*q6_0^3
1708	1,1,0,3,2,3,0	b4*q2_0*q4_0^3*q5_0^2*q6_0^3
1709	3,0,0,3,2,3,0	b4^3*q4_0^3*q5_0^2*q6_0^3
1710	1,0,2,2,2,3,0	b4*q3_0^2*q4_0^2*q5_0^2*q6_0^3
1711	0,2,1,2,2,3,0	q2_0^2*q3_0*q4_0^2*q5_0^2*q6_0^3
1712	2,1,1,2,2,3,0	b4^2*q2_0*q3_0*q4_0^2*q5_0^2*q6_0^3
1713	4,0,1,2,2,3,0	b4^4*q3_0*q4_0^2*q5_0^2*q6_0^3
1714	1,3,0,2,2,3,0	b4*q2_0^3*q4_0^2*q5_0^2*q6_0^3
1715	3,2,0,2,2,3,0	b4^3*q2_0^2*q4_0^2*q5_0^2*q6_0^3
1716	5,1,0,2,2,3,0	b4^5*q2_0*q4_0^2*q5_0^2*q6_0^3
1717	7,0,0,2,2,3,0	b4^7*q4_0^2*q5_0^2*q6_0^3
1718	0,1,3,1,2,3,0	q2_0*q3_0^3*q4_0*q5_0^2*q6_0^3
1719	2,0,3,1,2,3,0	b4^2*q3_0^3*q4_0*q5_0^2*q6_0^3
1720	1,2,2,1,2,3,0	b4*q2_0^2*q3_0^2*q4_0*q5_0^2*q6_0^3
1721	3,1,2,1,2,3,0	b4^3*q2_0*q3_0^2*q4_0*q5_0^2*q6_0^3
1722	5,0,2,1,2,3,0	b4^5*q3_0^2*q4_0*q5_0^2*q6_0^3
1723	0,4,1,1,2,3,0	q2_0^4*q3_0*q4_0*q5_0^2*q6_0^3
1724	2,3,1,1,2,3,0	b4^2*q2_0^3*q3_0*q4_0*q5_0^2*q6_0^3
1725	4,2,1,1,2,3,0	b4^4*q2_0^2*q3_0*q4_0*q5_0^2*q6_0^3
1726	6,1,1,1,2,3,0	b4^6*q2_0*q3_0*q4_0*q5_0^2*q6_0^3
1727	8,0,1,1,2,3,0	b4^8*q3_0*q4_0*q5_0^2*q6_0^3
1728	1,5,0,1,2,3,0	b4*q2_0^5*q4_0*q5_0^2*q6_0^3
1729	3,4,0,1,2,3,0	b4^3*q2_0^4*q4_0*q5_0^2*q6_0^3
1730	5,3,0,1,2,3,0	b4^5*q2_0^3*q4_0*q5_0^2*q6_0^3
1731	7,2,0,1,2,3,0	b4^7*q2_0^2*q4_0*q5_0^2*q6_0^3
1732	9,1,0,1,2,3,0	b4^9*q2_0*q4_0*q5_0^2*q6_0^3
1733	11,0,0,1,2,3,0	b4^11*q4_0*q5_0^2*q6_0^3
1734	0,0,5,0,2,3,0	q3_0^5*q5_0^2*q6_0^3
1735	1,1,4,0,2,3,0	b4*q2_0*q3_0^4*q5_0^2*q6_0^3
1736	3,0,4,0,2,3,0	b4^3*q3_0^4*q5_0^2*q6_0^3
1737	0,3,3,0,2,3,0	q2_0^3*q3_0^3*q5_0^2*q6_0^3
1738	2,2,3,0,2,3,0	b4^2*q2_0^2*q3_0^3*q5_0^2*q6_0^3
1739	4,1,3,0,2,3,0	b4^4*q2_0*q3_0^3*q5_0^2*q6_0^3
1740	6,0,3,0,2,3,0	b4^6*q3_0^3*q5_0^2*q6_0^3
1741	1,4,2,0,2,3,0	b4*q2_0^4*q3_0^2*q5_0^2*q6_0^3
1742	3,3,2,0,2,3,0	b4^3*q2_0^3*q3_0^2*q5_0^2*q6_0^3
1743	5,2,2,0,2,3,0	b4^5*q2_0^2*q3_0^2*q5_0^2*q6_0^3
1744	7,1,2,0,2,3,0	b4^7*q2_0*q3_0^2*q5_0^2*q6_0^3
1745	9,0,2,0,2,3,0	b4^9*q3_0^2*q5_0^2*q6_0^3
1746	0,6,1,0,2,3,0	q2_0^6*q3_0*q5_0^2*q6_0^3
1747	2,5,1,0,2,3,0	b4^2*q2_0^5*q3_0*q5_0^2*q6_0^3
1748	4,4,1,0,2,3,0	b4^4*q2_0^4*q3_0*q5_0^2*q6_0^3
1749	6,3,1,0,2,3,0	b4^6*q2_0^3*q3_0*q5_0^2*q6_0^3
1750	8,2,1,0,2,3,0	b4^8*q2_0^2*q3_0*q5_0^2*q6_0^3
1751	10,1,1,0,2,3,0	b4^10*q2_0*q3_0*q5_0^2*q6_0^3
1752	12,0,1,0,2,3,0	b4^12*q3_0*q5_0^2*q6_0^3
1753	1,7,0,0,2,3,0	b4*q2_0^7*q5_0^2*q6_0^3
1754	3,6,0,0,2,3,0	b4^3*q2_0^6*q5_0^2*q6_0^3
1755	5,5,0,0,2,3,0	b4^5*q2_0^5*q5_0^2*q6_0^3
1756	7,4,0,0,2,3,0	b4^7*q2_0^4*q5_0^2*q6_0^3
1757	9,3,0,0,2,3,0	b4^9*q2_0^3*q5_0^2*q6_0^3
1758	11,2,0,0,2,3,0	b4^11*q2_0^2*q5_0^2*q6_0^3
1759	13,1,0,0,2,3,0	b4^13*q2_0*q5_0^2*q6_0^3
1760	15,0,0,0,2,3,0	b4^15*q5_0^2*q6_0^3
1761	0,0,0,5,1,3,0	q4_0^5*q5_0*q6_0^3
1762	1,0,1,4,1,3,0	b4*q3_0*q4_0^4*q5_0*q6_0^3
1763	0,2,0,4,1,3,0	q2_0^2*q4_0^4*q5_0*q6_0^3
1764	2,1,0,4,1,3,0	b4^2*q2_0*q4_0^4*q5_0*q6_0^3
1765	4,0,0,4,1,3,0	b4^4*q4_0^4*q5_0*q6_0^3
1766	0,1,2,3,1,3,0	q2_0*q3_0^2*q4_0^3*q5_0*q6_0^3
1767	2,0,2,3,1,3,0	b4^2*q3_0^2*q4_0^3*q5_0*q6_0^3
1768	1,2,1,3,1,3,0	b4*q2_0^2*q3_0*q4_0^3*q5_0*q6_0^3
1769	3,1,1,3,1,3,0	b4^3*q2_0*q3_0*q4_0^3*q5_0*q6_0^3
1770	5,0,1,3,1,3,0	b4^5*q3_0*q4_0^3*q5_0*q6_0^3
1771	0,4,0,3,1,3,0	q2_0^4*q4_0^3*q5_0*q6_0^3
1772	2,3,0,3,1,3,0	b4^2*q2_0^3*q4_0^3*q5_0*q6_0^3
1773	4,2,0,3,1,3,0	b4^4*q2_0^2*q4_0^3*q5_0*q6_0^3
1774	6,1,0,3,1,3,0	b4^6*q2_0*q4_0^3*q5_0*q6_0^3
1775	8,0,0,3,1,3,0	b4^8*q4_0^3*q5_0*q6_0^3
1776	0,0,4,2,1,3,0	q3_0^4*q4_0^2*q5_0*q6_0^3
1777	1,1,3,2,1,3,0	b4*q2_0*q3_0^3*q4_0^2*q5_0*q6_0^3
1778	3,0,3,2,1,3,0	b4^3*q3_0^3*q4_0^2*q5_0*q6_0^3
1779	0,3,2,2,1,3,0	q2_0^3*q3_0^2*q4_0^2*q5_0*q6_0^3
1780	2,2,2,2,1,3,0	b4^2*q2_0^2*q3_0^2*q4_0^2*q5_0*q6_0^3
1781	4,1,2,2,1,3,0	b4^4*q2_0*q3_0^2*q4_0^2*q5_0*q6_0^3
1782	6,0,2,2,1,3,0	b4^6*q3_0^2*q4_0^2*q5_0*q6_0^3
1783	1,4,1,2,1,3,0	b4*q2_0^4*q3_0*q4_0^2*q5_0*q6_0^3
1784	3,3,1,2,1,3,0	b4^3*q2_0^3*q3_0*q4_0^2*q5_0*q6_0^3
1785	5,2,1,2,1,3,0	b4^5*q2_0^2*q3_0*q4_0^2*q5_0*q6_0^3
1786	7,1,1,2,1,3,0	b4^7*q2_0*q3_0*q4_0^2*q5_0*q6_0^3
1787	9,0,1,2,1,3,0	b4^9*q3_0*q4_0^2*q5_0*q6_0^3
1788	0,6,0,2,1,3,0	q2_0^6*q4_0^2*q5_0*q6_0^3
1789	2,5,0,2,1,3,0	b4^2*q2_0^5*q4_0^2*q5_0*q6_0^3
1790	4,4,0,2,1,3,0	b4^4*q2_0^4*q4_0^2*q5_0*q6_0^3
1791	6,3,0,2,1,3,0	b4^6*q2_0^3*q4_0^2*q5_0*q6_0^3
1792	8,2,0,2,1,3,0	b4^8*q2_0^2*q4_0^2*q5_0*q6_0^3
1793	10,1,0,2,1,3,0	b4^10*q2_0*q4_0^2*q5_0*q6_0^3
1794	12,0,0,2,1,3,0	b4^12*q4_0^2*q5_0*q6_0^3
1795	1,0,5,1,1,3,0	b4*q3_0^5*q4_0*q5_0*q6_0^3
1796	0,2,4,1,1,3,0	q2_0^2*q3_0^4*q4_0*q5_0*q6_0^3
1797	2,1,4,1,1,3,0	b4^2*q2_0*q3_0^4*q4_0*q5_0*q6_0^3
1798	4,0,4,1,1,3,0	b4^4*q3_0^4*q4_0*q5_0*q6_0^3
1799	1,3,3,1,1,3,0	b4*q2_0^3*q3_0^3*q4_0*q5_0*q6_0^3
1800	3,2,3,1,1,3,0	b4^3*q2_0^2*q3_0^3*q4_0*q5_0*q6_0^3
1801	5,1,3,1,1,3,0	b4^5*q2_0*q3_0^3*q4_0*q5_0*q6_0^3
1802	7,0,3,1,1,3,0	b4^7*q3_0^3*q4_0*q5_0*q6_0^3
1803	0,5,2,1,1,3,0	q2_0^5*q3_0^2*q4_0*q5_0*q6_0^3
1804	2,4,2,1,1,3,0	b4^2*q2_0^4*q3_0^2*q4_0*q5_0*q6_0^3
1805	4,3,2,1,1,3,0	b4^4*q2_0^3*q3_0^2*q4_0*q5_0*q6_0^3
1806	6,2,2,1,1,3,0	b4^6*q2_0^2*q3_0^2*q4_0*q5_0*q6_0^3
1807	8,1,2,1,1,3,0	b4^8*q2_0*q3_0^2*q4_0*q5_0*q6_0^3
1808	10,0,2,1,1,3,0	b4^10*q3_0^2*q4_0*q5_0*q6_0^3
1809	1,6,1,1,1,3,0	b4*q2_0^6*q3_0*q4_0*q5_0*q6_0^3
1810	3,5,1,1,1,3,0	b4^3*q2_0^5*q3_0*q4_0*q5_0*q6_0^3
1811	5,4,1,1,1,3,0	b4^5*q2_0^4*q3_0*q4_0*q5_0*q6_0^3
1812	7,3,1,1,1,3,0	b4^7*q2_0^3*q3_0*q4_0*q5_0*q6_0^3
1813	9,2,1,1,1,3,0	b4^9*q2_0^2*q3_0*q4_0*q5_0*q6_0^3
1814	11,1,1,1,1,3,0	b4^11*q2_0*q3_0*q4_0*q5_0*q6_0^3
1815	13,0,1,1,1,3,0	b4^13*q3_0*q4_0*q5_0*q6_0^3
1816	0,8,0,1,1,3,0	q2_0^8*q4_0*q5_0*q6_0^3
1817	2,7,0,1,1,3,0	b4^2*q2_0^7*q4_0*q5_0*q6_0^3
1818	4,6,0,1,1,3,0	b4^4*q2_0^6*q4_0*q5_0*q6_0^3
1819	6,5,0,1,1,3,0	b4^6*q2_0^5*q4_0*q5_0*q6_0^3
1820	8,4,0,1,1,3,0	b4^8*q2_0^4*q4_0*q5_0*q6_0^3
1821	10,3,0,1,1,3,0	b4^10*q2_0^3*q4_0*q5_0*q6_0^3
1822	12,2,0,1,1,3,0	b4^12*q2_0^2*q4_0*q5_0*q6_0^3
1823	14,1,0,1,1,3,0	b4^14*q2_0*q4_0*q5_0*q6_0^3
1824	0,1,6,0,1,3,0	q2_0*q3_0^6*q5_0*q6_0^3
1825	2,0,6,0,1,3,0	b4^2*q3_0^6*q5_0*q6_0^3
1826	1,2,5,0,1,3,0	b4*q2_0^2*q3_0^5*q5_0*q6_0^3
1827	3,1,5,0,1,3,0	b4^3*q2_0*q3_0^5*q5_0*q6_0^3
1828	5,0,5,0,1,3,0	b4^5*q3_0^5*q5_0*q6_0^3
1829	0,4,4,0,1,3,0	q2_0^4*q3_0^4*q5_0*q6_0^3
1830	2,3,4,0,1,3,0	b4^2*q2_0^3*q3_0^4*q5_0*q6_0^3
1831	4,2,4,0,1,3,0	b4^4*q2_0^2*q3_0^4*q5_0*q6_0^3
1832	6,1,4,0,1,3,0	b4^6*q2_0*q3_0^4*q5_0*q6_0^3
1833	8,0,4,0,1,3,0	b4^8*q3_0^4*q5_0*q6_0^3
1834	1,5,3,0,1,3,0	b4*q2_0^5*q3_0^3*q5_0*q6_0^3
1835	3,4,3,0,1,3,0	b4^3*q2_0^4*q3_0^3*q5_0*q6_0^3
1836	5,3,3,0,1,3,0	b4^5*q2_0^3*q3_0^3*q5_0*q6_0^3
1837	7,2,3,0,1,3,0	b4^7*q2_0^2*q3_0^3*q5_0*q6_0^3
1838	9,1,3,0,1,3,0	b4^9*q2_0*q3_0^3*q5_0*q6_0^3
1839	11,0,3,0,1,3,0	b4^11*q3_0^3*q5_0*q6_0^3
1840	0,7,2,0,1,3,0	q2_0^7*q3_0^2*q5_0*q6_0^3
1841	2,6,2,0,1,3,0	b4^2*q2_0^6*q3_0^2*q5_0*q6_0^3
1842	4,5,2,0,1,3,0	b4^4*q2_0^5*q3_0^2*q5_0*q6_0^3
1843	6,4,2,0,1,3,0	b4^6*q2_0^4*q3_0^2*q5_0*q6_0^3
1844	8,3,2,0,1,3,0	b4^8*q2_0^3*q3_0^2*q5_0*q6_0^3
1845	10,2,2,0,1,3,0	b4^10*q2_0^2*q3_0^2*q5_0*q6_0^3
1846	12,1,2,0,1,3,0	b4^12*q2_0*q3_0^2*q5_0*q6_0^3
1847	14,0,2,0,1,3,0	b4^14*q3_0^2*q5_0*q6_0^3
1848	1,8,1,0,1,3,0	b4*q2_0^8*q3_0*q5_0*q6_0^3
1849	3,7,1,0,1,3,0	b4^3*q2_0^7*q3_0*q5_0*q6_0^3
1850	5,6,1,0,1,3,0	b4^5*q2_0^6*q3_0*q5_0*q6_0^3
1851	7,5,1,0,1,3,0	b4^7*q2_0^5*q3_0*q5_0*q6_0^3
1852	9,4,1,0,1,3,0	b4^9*q2_0^4*q3_0*q5_0*q6_0^3
1853	11,3,1,0,1,3,0	b4^11*q2_0^3*q3_0*q5_0*q6_0^3
1854	13,2,1,0,1,3,0	b4^13*q2_0^2*q3_0*q5_0*q6_0^3
1855	0,10,0,0,1,3,0	q2_0^10*q5_0*q6_0^3
1856	2,9,0,0,1,3,0	b4^2*q2_0^9*q5_0*q6_0^3
1857	1,0,0,6,0,3,0	b4*q4_0^6*q6_0^3
1858	0,1,1,5,0,3,0	q2_0*q3_0*q4_0^5*q6_0^3
1859	2,0,1,5,0,3,0	b4^2*q3_0*q4_0^5*q6_0^3
1860	1,2,0,5,0,3,0	b4*q2_0^2*q4_0^5*q6_0^3
1861	3,1,0,5,0,3,0	b4^3*q2_0*q4_0^5*q6_0^3
1862	5,0,0,5,0,3,0	b4^5*q4_0^5*q6_0^3
1863	0,0,3,4,0,3,0	q3_0^3*q4_0^4*q6_0^3
1864	1,1,2,4,0,3,0	b4*q2_0*q3_0^2*q4_0^4*q6_0^3
1865	3,0,2,4,0,3,0	b4^3*q3_0^2*q4_0^4*q6_0^3
1866	0,3,1,4,0,3,0	q2_0^3*q3_0*q4_0^4*q6_0^3
1867	2,2,1,4,0,3,0	b4^2*q2_0^2*q3_0*q4_0^4*q6_0^3
1868	4,1,1,4,0,3,0	b4^4*q2_0*q3_0*q4_0^4*q6_0^3
1869	6,0,1,4,0,3,0	b4^6*q3_0*q4_0^4*q6_0^3
1870	1,4,0,4,0,3,0	b4*q2_0^4*q4_0^4*q6_0^3
1871	3,3,0,4,0,3,0	b4^3*q2_0^3*q4_0^4*q6_0^3
1872	5,2,0,4,0,3,0	b4^5*q2_0^2*q4_0^4*q6_0^3
1873	7,1,0,4,0,3,0	b4^7*q2_0*q4_0^4*q6_0^3
