branch,lane,phase,power,dimension,jet0_gauge,residual_rows,rational_point_status,record_source
delta52,complete-minor,outer_strict,171,179,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,172,175,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,173,172,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,174,168,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,175,165,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,176,161,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,177,157,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,178,153,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,179,149,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,180,145,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,181,141,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,182,137,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,183,133,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,184,129,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,185,125,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,outer_strict,186,120,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta52,complete-minor,FG_targets,189,103,jet0=0; audited isomorphism,0,FOUND_EXACT_Q,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-source-full/source-full-delta52_minor_block.json
delta2,nonzero-D1-and-J,merge_weak_complete_graph,,296,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t42,42,294,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t43,43,291,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t44,44,289,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t45,45,287,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t46,46,284,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t47,47,281,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t48,48,278,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t49,49,275,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t50,50,272,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t51,51,269,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t52,52,266,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t53,53,263,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t54,54,260,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t55,55,257,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t56,56,254,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t57,57,251,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t58,58,248,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t59,59,245,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t60,60,243,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t61,61,241,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t62,62,239,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t63,63,238,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t64,64,236,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t65,65,233,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t66,66,230,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t67,67,226,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t68,68,222,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t69,69,218,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta2,nonzero-D1-and-J,Jacobian_t70,70,213,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta2.json
delta52,nonzero-D1-and-J,merge_weak_complete_graph,,82,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t47,47,81,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t48,48,80,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t49,49,80,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t50,50,79,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t51,51,78,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t52,52,78,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t53,53,77,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t54,54,76,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t55,55,76,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t56,56,76,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t57,57,75,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t58,58,74,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t59,59,73,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t60,60,72,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t61,61,71,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t62,62,70,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t63,63,70,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t64,64,69,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t65,65,68,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t66,66,68,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t67,67,67,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t68,68,66,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t69,69,65,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t70,70,64,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t71,71,63,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t72,72,62,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t73,73,61,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/resume-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t74,74,60,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t75,75,59,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t76,76,58,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t77,77,58,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t78,78,57,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t79,79,56,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t80,80,55,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t81,81,53,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t82,82,52,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t83,83,51,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t84,84,50,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t85,85,48,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t86,86,47,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t87,87,46,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t88,88,45,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t89,89,44,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t90,90,43,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t91,91,42,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t92,92,40,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t93,93,39,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t94,94,38,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t95,95,36,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
delta52,nonzero-D1-and-J,Jacobian_t96,96,34,jet0=0; audited isomorphism,5,DIMENSION_ONLY_AFTER_NONZERO_D1_FACE,/home/ubuntu/jc2/box/g9966-corrected-20260905/results-fullJ-batch/fullJ-batch-delta52.json
