receipt_path	sha256	start_utc	end_utc	final_status	exit_code	window_overlap_seconds
xmodel/f10-r1-linear-compatibility-runtime-gate-fable5-20260909.run.v2	1ccd1954a6fc0030e4cba37f84b6c55d7ba282ec40d4e742fd6fec1d4126dea3	2026-09-09T22:51:10Z	2026-09-09T23:00:29Z	DONE	0	559
xmodel/bgv-persistent-collision-gate-fable5-20260909.run.v2	873f6344f834885168f9e57ed5e2399469b84e6a8df957f290e719165543d9cb	2026-09-09T23:00:34Z	2026-09-09T23:09:22Z	DONE	0	528
xmodel/f10-two-contact-same-residue-gate-fable5-20260909.run.v2	2544f0f267e77035b8d1af48d539de6f6630a7b9e4ee93df86b9240bf7630c65	2026-09-09T23:13:50Z	2026-09-09T23:18:56Z	DONE	0	306
xmodel/ideation-20260909T2320Z-fable5.run.v2	ffc192e8f6417d146092a1ac5a1195d77a14b4cd199f69c47406f503ca35dda6	2026-09-09T23:31:41Z	2026-09-09T23:38:13Z	DONE	0	392
xmodel/ideation-20260909T2320Z-cross-fable5.run.v2	809fac314d6b345ec5b02bef29e379a4626e2b83bda2b77d2c3cd5ed40185311	2026-09-09T23:41:37Z	2026-09-09T23:46:16Z	DONE	0	279
xmodel/f10-r1-quotient-remainder-design-gate-fable5-20260910.run.v2	3d3cfe1b1ffeec1220e7eee2215a9977baa8d1748d1b5cd3937c81137c8b060f	2026-09-10T00:04:30Z	2026-09-10T00:10:36Z	DONE	0	366
xmodel/f10-r1-quotient-remainder-static-gate-fable5-20260910.run.v2	a8860841096fc7e6fc4c06e2cfae6d2829c73c59ce254b262e0200cd06705baa	2026-09-10T00:40:48Z	2026-09-10T00:53:31Z	DONE	0	763
xmodel/f10-contact-symmetric-remainder-gate-fable5-20260910.run.v2	250614685446ea7867300e73c62cbc6f7cd4ae72b302dd500982023fd98f8547	2026-09-10T01:07:20Z	2026-09-10T01:13:02Z	DONE	0	342
xmodel/f10-contact-global-finiteness-gate-fable5-20260910.run.v2	86de5f4431a0da5968730700bfc8193dffaf3045d0a6fffd0f106a23fb5c08fe	2026-09-10T01:46:55Z	2026-09-10T01:53:37Z	DONE	0	402
xmodel/f10-r1-quotient-generic-caller-gate-fable5-20260910.run.v2	4bc3d206b07c8f7f86cab14c7a23e6ebc60bc8fb145526a2d5f635614f9dc7ad	2026-09-10T01:51:50Z	2026-09-10T02:00:40Z	DONE	0	530
xmodel/f10-quotient-generic-r3-runtime-gate-fable5-20260910.run.v2	37b64683d147de48d4c96613f23f0cfe0446253c4bc724988e205dae1426bd1d	2026-09-10T02:24:16Z	2026-09-10T02:31:30Z	DONE	0	434
xmodel/f10-quotient-actual-caller-migration-gate-fable5-20260910.run.v2	97ff133321a9f6dba904b01298884a80c9cc9e61b46a5e0d0566d50025913c10	2026-09-10T02:28:57Z	2026-09-10T02:33:26Z	DONE	0	269
xmodel/f10-contact-global-pivot-gate-fable5-20260910.run.v2	349ccfe10c428d8410c1aae414972599777c2f2074a4acef94142073f029c66d	2026-09-10T02:31:32Z	2026-09-10T02:36:47Z	DONE	0	315
xmodel/f10-quotient-minimum-pivot-gate-fable5-20260910.run.v2	8dec635d7225f9931adeab3fa5facf03b29f2799939075949cc1437eb357db6d	2026-09-10T03:22:19Z	2026-09-10T03:29:34Z	DONE	0	435
xmodel/f10-minimum-pivot-generic-runtime-gate-fable5-20260910.run.v2	6f7474e28e816e81699aef46e64053bb42f31cd92e1b8b4bc7a35975b653c651	2026-09-10T03:45:55Z	2026-09-10T03:50:25Z	DONE	0	270
xmodel/f10-contact-eliminant-interface-gate-fable5-20260910.run.v2	dd430746a0a4dd4959b5fbd49ec8d96e01556be3a89d10d6e7c18b4a2cd3411f	2026-09-10T03:49:16Z	2026-09-10T03:56:28Z	DONE	0	432
xmodel/f10-contact-eliminant-code-gate-fable5-20260910.run.v2	f10f0036a52e3fb01601865fa910b0f931474167684196901df35a4b8b11b390	2026-09-10T04:24:30Z	2026-09-10T04:30:42Z	DONE	0	372
xmodel/f10-integer-wire-repair-gate-fable5-20260910.run.v2	f1f6de586b20530efadbc084a6e3b598ba473c4df984cec74eddcbaa38066100	2026-09-10T04:40:45Z	2026-09-10T04:47:01Z	DONE	0	376
xmodel/f10-contact-exec-bridge-gate-fable5-20260910.run.v2	9119b8941bae0123e341aeca7459f6e1198ce18bf007a043bc0052ba7ae32721	2026-09-10T05:16:06Z	2026-09-10T05:19:54Z	DONE	0	228
xmodel/f10-middle-cubic-cover-gate-fable5-20260910.run.v2	7dfd1715ab39f3be942a045544641459ad6121c761286b7fda980b61ecbf1a8c	2026-09-10T05:17:46Z	2026-09-10T05:26:09Z	DONE	0	503
xmodel/f10-large-decimal-controls-gate-fable5-20260910.run.v2	3947dcf9e2c330271cf9cfbd0b10b1adb0aadafa0465cea5f98f455278da5838	2026-09-10T05:19:45Z	2026-09-10T05:27:14Z	DONE	0	449
xmodel/f10-middle-resonance-unit-gate-fable5-20260910.run.v2	165a183f042cb68502e0aac2f3ca3ad4fc40c8449461f39cd403f534053521f1	2026-09-10T05:58:39Z	2026-09-10T06:07:12Z	DONE	0	513
xmodel/f10-middle-full-boundary-gate-fable5-20260910.run.v2	b0a77697d297a6b4a2ece342c635290bdd4915d8343d8052b0ede72a43b6dbe6	2026-09-10T06:45:26Z	2026-09-10T06:51:01Z	DONE	0	335
xmodel/f10-large-decimal-runtime-gate-fable5-20260910.run.v2	b74cf158dc3f183d5c8abaa284281fc22ead34d7ffe7874a09258fc0ddd4e236	2026-09-10T06:50:09Z	2026-09-10T06:57:00Z	DONE	0	411
xmodel/f10-middle-septic-gate-fable5-20260910.run.v2	97b3031483baab3903384c39c9e1420948c51fa11d220fe4a4c02c4e5f7020c4	2026-09-10T07:13:38Z	2026-09-10T07:20:32Z	DONE	0	414
xmodel/f10-integer-wire-actual-gate-fable5-20260910.run.v2	2280a91b769689165dc01ae6e018e846215fb95a3a7e3e01deba0061c5aa7f25	2026-09-10T07:20:27Z	2026-09-10T07:26:21Z	DONE	0	354
xmodel/f10-middle-septic-irred-gate-fable5-20260910.run.v2	7f68625785f2a609379abde91d7c48ea9c9447eee0129d4ae99892efc2b59da9	2026-09-10T07:39:37Z	2026-09-10T07:45:21Z	DONE	0	344
xmodel/f10-middle-rzero-gate-fable5-20260910.run.v2	cfbca8ace4c1c6d459be244f3dd02d18c19f17bc0181098af88c7d497bfc0596	2026-09-10T07:54:05Z	2026-09-10T08:01:21Z	DONE	0	436
xmodel/f10-all-r-ell-unit-gate-fable5-20260910.run.v2	66bcf549c46ff7af30214420ae88db461fe94e344b7b746b26e4e3577e6ab06f	2026-09-10T08:32:53Z	2026-09-10T08:40:41Z	DONE	0	468
xmodel/f10-middle-real-domain-gate-fable5-20260910.run.v2	5902773ef3a912496d265188b6d2b2fe833385a88243fdd3406be4f98c03166e	2026-09-10T08:36:25Z	2026-09-10T08:44:47Z	DONE	0	502
xmodel/f10-r2-full-source-gate-fable5-20260910.run.v2	9a5e4628ea3cc4eb11bf90a642c155960a4df5c6af956e43364f0024ebc2b2be	2026-09-10T08:47:47Z	2026-09-10T08:58:24Z	DONE	0	637
xmodel/f10-r2-scale-cover-gate-fable5-20260910.run.v2	0abc0d8ad57a5d37f41e5538e6b235d39105e257a613d34c4167de6c1370e253	2026-09-10T09:03:42Z	2026-09-10T09:09:17Z	DONE	0	335
xmodel/f10-middle-real-code-gate-fable5-20260910.run.v2	f1b00c293b8f2cc04ecaf12cf5ac6d94474a24f989e9db60232e01f35b461158	2026-09-10T09:16:37Z	2026-09-10T09:26:55Z	DONE	0	618
xmodel/f10-all-r-scale-cover-gate-fable5-20260910.run.v2	f5b168a57b864b65976780c77b5576d1703206756ebccc6d54be345ff133b256	2026-09-10T09:25:52Z	2026-09-10T09:36:02Z	DONE	0	610
xmodel/f10-r2-reconstruction-code-gate-fable5-20260910.run.v2	b1a6f44b15e68002fa1e4fe5b6a1ac440de350539fe60326c833091bdac15aa8	2026-09-10T09:31:18Z	2026-09-10T09:46:39Z	DONE	0	921
xmodel/f10-middle-real-runtime-gate-fable5-20260910.run.v2	e740fb2bf2bdf9c6641c228e0697b6616633f010436a7b5a7187a86ceb8fd588	2026-09-10T10:04:22Z	2026-09-10T10:17:31Z	DONE	0	789
xmodel/f10-r2-compatibility-infinity-gate-fable5-20260910.run.v2	0333e2ce86d1a9c0d4561b25fae353ec974767c085a656241c598f5c3789ad51	2026-09-10T10:38:03Z	2026-09-10T10:47:18Z	DONE	0	555
xmodel/f10-r2-infinity-arithmetic-delta-gate-fable5-20260910.run.v2	3ada05ba262dab23704584540a6ab30400572ca6dafaedb70035e5ff4b2953f7	2026-09-10T10:52:03Z	2026-09-10T11:02:26Z	DONE	0	623
xmodel/f10-middle-real-controls-gate-fable5-20260910.run.v2	737643ea51148e4a87325a8575d32b5e3c251922f763c122a112351956b54eb2	2026-09-10T11:12:37Z	2026-09-10T11:21:59Z	DONE	0	562
xmodel/f10-r2-infinity-forcing-final-gate-fable5-20260910.run.v2	15883a281deefd1ddf5528605c05f17d1458567405e7a463169b4679569b978a	2026-09-10T11:13:37Z	2026-09-10T11:18:39Z	DONE	0	302
xmodel/f10-r2-cyclic-core-gate-fable5-20260910.run.v2	bf414fe7455997dc0733af64a8be62348afde4efcba8542cbfa798ce08251050	2026-09-10T11:17:25Z	2026-09-10T11:25:58Z	DONE	0	513
xmodel/f10-r2-runtime-gate-fable5-20260910.run.v2	32cb862226da71bb9cbee0dd640d71cc44ce22eb12fd3f9436151cc2b74e6683	2026-09-10T11:23:02Z	2026-09-10T11:38:16Z	DONE	0	914
xmodel/ideation-20260910T1130Z-fable5.run.v2	cd77c7d6f8eda6c92b8caaac2a7aa02ad8d4530fcbdc3df8e71aafb15e7905d2	2026-09-10T11:37:29Z	2026-09-10T11:45:14Z	DONE	0	465
xmodel/ideation-20260910T1130Z-cross-fable5.run.v2	efc36e93f5d6ee3de187e26d8aa2e3a1b253b5b737eab0f2160d53c8106d5ca0	2026-09-10T11:49:11Z	2026-09-10T11:53:08Z	DONE	0	237
xmodel/f10-r1-degree-scope-gate-fable5-20260910.run.v2	743cf12521b910f065fdeed31ad0a3f4619193c14136fcca0921278ff8912e80	2026-09-10T12:10:56Z	2026-09-10T12:20:26Z	DONE	0	570
xmodel/f10-middle-real-result-gate-fable5-20260910.run.v2	fa72b955bfaa24df85fdb92b238e02aeed691b5f3f41907934932aaef18377a9	2026-09-10T12:25:33Z	2026-09-10T12:31:37Z	DONE	0	364
xmodel/f10-r2-actual-result-gate-fable5-20260910.run.v2	a4f30c6c891f6e0c01a19c3781023ad6a1fa046f1ed6da7db75c3da85c373c95	2026-09-10T12:55:23Z	2026-09-10T13:03:29Z	DONE	0	486
xmodel/f10-r2-semantic-code-gate-fable5-20260910.run.v2	011c2c572947e29c8994e0630d51b1ad4b4e43cb2fb9d8fb00dd7ce0b014b13d	2026-09-10T13:33:38Z	2026-09-10T13:43:14Z	DONE	0	576
xmodel/f10-r2-highest-bezout-code-gate-fable5-20260910.run.v2	ffddb039445a169e921d27a2004ca8d2ac23ab856078e4c8a828a0057abafc95	2026-09-10T13:58:44Z	2026-09-10T14:08:34Z	DONE	0	590
xmodel/f10-r2-modular-properness-gate-fable5-20260910.run.v2	45909d00e6b0eee726c1287051f5f7789a154c41b65b7c7fb74ef03960fe2efe	2026-09-10T14:43:23Z	2026-09-10T14:55:27Z	DONE	0	724
xmodel/f10-r2-map-observer-gate-fable5-20260910.run.v2	bb122ea15d1622ec9179a414c70c48960d403d165ff05008983f24867cad203c	2026-09-10T14:46:25Z	2026-09-10T14:54:09Z	DONE	0	464
xmodel/f10-r2-modular-fullsource-gate-fable5-20260910.run.v2	a90c1ab6ecc7782bf8746d0a7f3a3137d88707668dab07146b5c7356fa45da15	2026-09-10T15:06:58Z	2026-09-10T15:16:33Z	DONE	0	575
xmodel/f10-r2-highest-modular-code-gate-fable5-20260910.run.v2	020888e65b466027b4d5900b4ee166601c78acb01bf61e32602bee564ee3e760	2026-09-10T15:30:07Z	2026-09-10T15:39:55Z	DONE	0	588
xmodel/f10-r2-native-cache-correction-gate-fable5-20260910.run.v2	c0ec5b783b270f55190f491fde2e0a876c57b7a5f4a6357a3f0569afaea688bd	2026-09-10T15:34:19Z	2026-09-10T15:43:11Z	DONE	0	532
xmodel/f10-r2-modular-macaulay-bound-gate-fable5-20260910.run.v2	26c3b4ff1d863bd8615285b34d5301c09f02e7a651827faf1726c4759c9625ee	2026-09-10T15:49:37Z	2026-09-10T16:02:04Z	DONE	0	747
xmodel/f10-r2-highest-modular-runtime-gate-fable5-20260910.run.v2	9ed70d1038190bd641666eca41dd88a58db243c8f1748005a4b7c280eed25cd8	2026-09-10T16:07:09Z	2026-09-10T16:15:34Z	DONE	0	505
xmodel/f10-r2-highest-status-fix-gate-fable5-20260910.run.v2	d8431178bc4f4b1dc1b0e0262ef9d310add45742e8a8e365296dd4a29582f075	2026-09-10T16:36:25Z	2026-09-10T16:42:36Z	DONE	0	371
xmodel/f10-r2-fullunit-modular-code-gate-fable5-20260910.run.v2	4cefbb0d0dad2bc25df4213ff7f66e41c433da6c02147cdc0755b27f9b33e85f	2026-09-10T16:43:16Z	2026-09-10T16:53:37Z	DONE	0	621
xmodel/f10-r2-semantic-ready-result-gate-fable5-20260910.run.v2	8057928af8db186589289af1d68f832caa529a2f12eecbecc0d71b712254a1ed	2026-09-10T16:49:20Z	2026-09-10T16:57:30Z	DONE	0	490
xmodel/f10-r2-fullunit-runtime-gate-fable5-20260910.run.v2	fa4ec4aade5cbc20fd561a5f957385f9f8890090ef008a2fc62b14d81adbd784	2026-09-10T17:14:26Z	2026-09-10T17:21:02Z	DONE	0	396
xmodel/f10-r2-highest-ready-result-gate-fable5-20260910.run.v2	b03a4f831c4cd5023e393ba449142d531a7552ee09b4dbbdefde722104c00c99	2026-09-10T17:46:30Z	2026-09-10T17:55:17Z	DONE	0	527
xmodel/f10-r2-fullunit-ready-result-gate-fable5-20260910.run.v2	d5c69d17d5cff38f94a335261e0d78188f573a09768412c0ed9b6c57d586d636	2026-09-10T18:38:31Z	2026-09-10T18:49:04Z	DONE	0	633
xmodel/f10-r2-degree-scope-gate-fable5-20260910.run.v2	4cc4473fe2e1a03ff2ca2e120ba6494261e0f836dca711f679edbe6cc8e51d27	2026-09-10T18:57:57Z	2026-09-10T19:07:17Z	DONE	0	560
