filename	bytes	sha256	ended_utc	http	url
sources/author-Valqui.xml	13551	fa2bec1a87883d162e1fada27f8f55886fa4b6bc53a1a80db00387e6a4119446	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Valqui&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Guccione.xml	17670	ea7337077ae515af83215c8ceeb7db33e26456be8d21ba1ee43a8cc468c857d1	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Guccione&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Pissolato.xml	3568	f6e94816e30fa51fc6fc9323ca168e5fce5f165ee94e10fb5511952432496ea4	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Pissolato&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Shaska.xml	21843	68c0775f38cd6cb6cca7ea8f007a70a2b07967e466541840899473bf3aa44f8e	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Shaska&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Migus.xml	20236	cb173a5e744429339f1c5c5e577a443ffd6affc5f51ee2d6aa485ef0ded3e8ec	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Migus&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Jelonek.xml	15011	a3f5b67e6eea2a0e6ee88b1292751addfb0c326c9ee91d4a9b1e99ccbe37be6c	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Jelonek&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Xavier.xml	16040	960e7a6ae3fd753676fe1e29804b49ccb45550610dc512d408df4f4d3d0a9ae4	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:%22Frederico%20Xavier%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Gao.xml	19544	afe6a0be6995a99bc1f9c6ad3baeb0cbdcf9d6c851987b1d13f2032ced63efe7	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:%22Shuhong%20Gao%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Meng.xml	19315	4709fa0d8edee5584bc81503d9885a003acf6bd13cdcd99a3c9be76dc4a6f0e6	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:%22Guowu%20Meng%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Charbonnel.xml	28806	8b3e377a13e609bb3889f4bf20a650cae7d44fe0ba77a574177739b2f69c34e5	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Charbonnel&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Kowalczyk.xml	431325	da6d4307cef62efaeddfa8c019f3cb2a54710e017f34413aaafa373a1d10cdd2	2026-09-07T07:38:51Z	200	https://export.arxiv.org/api/query?search_query=au:Kowalczyk&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-van-Dobben.xml	20352	180d20fa55e3f23f45850948cd9aa4c9458b79e82093e2c7981b7b9260c9f861	2026-09-07T07:38:51Z	200	https://export.arxiv.org/api/query?search_query=au:%22van%20Dobben%20de%20Bruyn%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
